player,season,playoffs,Game_Type_Regular_Tot,Game_Type_Playoffs_Tot,Shot_Made,Total_Game_Played,Total_FT_Made,Total_FTA,FT_Pct,Game_Type
A.J. Price,2009 - 2010,regular,75,0,60,30,60,75,0.8,regular
A.J. Price,2010 - 2011,regular,81,0,54,32,54,81,0.667,regular
A.J. Price,2011 - 2012,regular,35,0,28,14,28,35,0.8,regular
A.J. Price,2012 - 2013,regular,62,0,49,21,49,62,0.79,regular
Aaron Brooks,2007 - 2008,regular,49,0,42,20,42,49,0.857,regular
Aaron Brooks,2008 - 2009,regular,172,0,149,54,149,172,0.866,regular
Aaron Brooks,2009 - 2010,regular,298,0,245,75,245,298,0.822,regular
Aaron Brooks,2010 - 2011,regular,140,0,124,43,124,140,0.886,regular
Aaron Brooks,2012 - 2013,regular,50,0,39,22,39,50,0.78,regular
Aaron Brooks,2013 - 2014,regular,95,0,83,34,83,95,0.874,regular
Aaron Brooks,2014 - 2015,regular,174,0,145,54,145,174,0.833,regular
Aaron Brooks,2015 - 2016,regular,62,0,48,23,48,62,0.774,regular
Aaron Gordon,2014 - 2015,regular,61,0,44,26,44,61,0.721,regular
Aaron Gordon,2015 - 2016,regular,193,0,129,52,129,193,0.668,regular
Aaron Gray,2007 - 2008,regular,99,0,56,35,56,99,0.566,regular
Aaron Gray,2008 - 2009,regular,59,0,34,25,34,59,0.576,regular
Aaron Gray,2009 - 2010,regular,28,0,20,12,20,28,0.714,regular
Aaron Gray,2010 - 2011,regular,34,0,17,14,17,34,0.5,regular
Aaron Gray,2011 - 2012,regular,47,0,25,21,25,47,0.532,regular
Aaron Gray,2012 - 2013,regular,44,0,23,17,23,44,0.523,regular
Acie Law,2007 - 2008,regular,45,0,35,17,35,45,0.778,regular
Acie Law,2008 - 2009,regular,60,0,49,20,49,60,0.817,regular
Acie Law,2009 - 2010,regular,49,0,38,16,38,49,0.776,regular
Acie Law,2010 - 2011,regular,64,0,47,21,47,64,0.734,regular
Adam Morrison,2006 - 2007,regular,166,0,119,47,119,166,0.717,regular
Adonal Foyle,2006 - 2007,regular,25,0,11,12,11,25,0.44,regular
Adonal Foyle,2007 - 2008,regular,34,0,16,12,16,34,0.471,regular
Adreian Payne,2014 - 2015,regular,46,0,30,15,30,46,0.652,regular
Al Harrington,2006 - 2007,regular,242,0,168,65,168,242,0.694,regular
Al Harrington,2007 - 2008,regular,189,0,147,57,147,189,0.778,regular
Al Harrington,2008 - 2009,regular,295,0,234,60,234,295,0.793,regular
Al Harrington,2009 - 2010,regular,317,0,240,65,240,317,0.757,regular
Al Harrington,2010 - 2011,regular,117,0,86,40,86,117,0.735,regular
Al Harrington,2011 - 2012,regular,176,0,119,51,119,176,0.676,regular
Al Harrington,2013 - 2014,regular,35,0,27,14,27,35,0.771,regular
Al Horford,2007 - 2008,regular,209,0,152,62,152,209,0.727,regular
Al Horford,2008 - 2009,regular,205,0,149,57,149,205,0.727,regular
Al Horford,2009 - 2010,regular,271,0,213,69,213,271,0.786,regular
Al Horford,2010 - 2011,regular,188,0,150,53,150,188,0.798,regular
Al Horford,2012 - 2013,regular,208,0,134,61,134,208,0.644,regular
Al Horford,2013 - 2014,regular,85,0,58,24,58,85,0.682,regular
Al Horford,2014 - 2015,regular,141,0,107,46,107,141,0.759,regular
Al Horford,2015 - 2016,regular,129,0,103,47,103,129,0.798,regular
Al Jefferson,2006 - 2007,regular,295,0,201,63,201,295,0.681,regular
Al Jefferson,2007 - 2008,regular,394,0,284,74,284,394,0.721,regular
Al Jefferson,2008 - 2009,regular,252,0,186,48,186,252,0.738,regular
Al Jefferson,2009 - 2010,regular,266,0,181,65,181,266,0.68,regular
Al Jefferson,2010 - 2011,regular,287,0,218,71,218,287,0.76,regular
Al Jefferson,2011 - 2012,regular,177,0,137,52,137,177,0.774,regular
Al Jefferson,2012 - 2013,regular,217,0,167,61,167,217,0.77,regular
Al Jefferson,2013 - 2014,regular,277,0,191,63,191,277,0.69,regular
Al Jefferson,2014 - 2015,regular,165,0,108,44,108,165,0.655,regular
Al Jefferson,2015 - 2016,regular,111,0,72,35,72,111,0.649,regular
Al Thornton,2007 - 2008,regular,287,0,214,60,214,287,0.746,regular
Al Thornton,2008 - 2009,regular,313,0,236,62,236,313,0.754,regular
Al Thornton,2009 - 2010,regular,210,0,153,50,153,210,0.729,regular
Al Thornton,2010 - 2011,regular,142,0,110,39,110,142,0.775,regular
Al-Farouq Aminu,2010 - 2011,regular,118,0,92,46,92,118,0.78,regular
Al-Farouq Aminu,2011 - 2012,regular,114,0,86,39,86,114,0.754,regular
Al-Farouq Aminu,2012 - 2013,regular,137,0,101,44,101,137,0.737,regular
Al-Farouq Aminu,2013 - 2014,regular,137,0,91,46,91,137,0.664,regular
Al-Farouq Aminu,2014 - 2015,regular,118,0,84,41,84,118,0.712,regular
Al-Farouq Aminu,2015 - 2016,regular,156,0,115,57,115,156,0.737,regular
Alan Anderson,2011 - 2012,regular,34,0,29,12,29,34,0.853,regular
Alan Anderson,2012 - 2013,regular,147,0,126,42,126,147,0.857,regular
Alan Anderson,2013 - 2014,regular,118,0,92,39,92,118,0.78,regular
Alan Anderson,2014 - 2015,regular,101,0,82,38,82,101,0.812,regular
Alan Henderson,2006 - 2007,regular,47,0,33,19,33,47,0.702,regular
Alando Tucker,2008 - 2009,regular,33,0,26,11,26,33,0.788,regular
Alec Burks,2011 - 2012,regular,143,0,104,36,104,143,0.727,regular
Alec Burks,2012 - 2013,regular,129,0,92,40,92,129,0.713,regular
Alec Burks,2013 - 2014,regular,373,0,279,73,279,373,0.748,regular
Alec Burks,2014 - 2015,regular,129,0,106,26,106,129,0.822,regular
Alec Burks,2015 - 2016,regular,141,0,106,28,106,141,0.752,regular
Alex Len,2013 - 2014,regular,31,0,20,12,20,31,0.645,regular
Alex Len,2014 - 2015,regular,104,0,73,35,73,104,0.702,regular
Alex Len,2015 - 2016,regular,239,0,174,56,174,239,0.728,regular
Alexander Johnson,2006 - 2007,regular,116,0,76,31,76,116,0.655,regular
Alexander Johnson,2007 - 2008,regular,83,0,57,27,57,83,0.687,regular
Alexey Shved,2012 - 2013,regular,149,0,107,50,107,149,0.718,regular
Alexey Shved,2013 - 2014,regular,89,0,67,30,67,89,0.753,regular
Alexey Shved,2014 - 2015,regular,141,0,114,33,114,141,0.809,regular
Alexis Ajinca,2008 - 2009,regular,28,0,20,11,20,28,0.714,regular
Alexis Ajinca,2013 - 2014,regular,67,0,56,23,56,67,0.836,regular
Alexis Ajinca,2014 - 2015,regular,99,0,81,33,81,99,0.818,regular
Alexis Ajinca,2015 - 2016,regular,62,0,52,23,52,62,0.839,regular
Allan Ray,2006 - 2007,regular,52,0,40,18,40,52,0.769,regular
Allen Crabbe,2015 - 2016,regular,113,0,98,40,98,113,0.867,regular
Allen Iverson,2006 - 2007,regular,610,0,485,64,485,610,0.795,regular
Allen Iverson,2007 - 2008,regular,789,0,641,81,641,789,0.812,regular
Allen Iverson,2008 - 2009,regular,347,0,271,55,271,347,0.781,regular
Allen Iverson,2009 - 2010,regular,131,0,104,24,104,131,0.794,regular
Alonzo Gee,2010 - 2011,regular,92,0,72,28,72,92,0.783,regular
Alonzo Gee,2011 - 2012,regular,212,0,167,54,167,212,0.788,regular
Alonzo Gee,2012 - 2013,regular,203,0,161,62,161,203,0.793,regular
Alonzo Gee,2013 - 2014,regular,61,0,43,26,43,61,0.705,regular
Alonzo Gee,2014 - 2015,regular,77,0,54,27,54,77,0.701,regular
Alonzo Gee,2015 - 2016,regular,66,0,44,26,44,66,0.667,regular
Alonzo Mourning,2006 - 2007,regular,300,0,178,69,178,300,0.593,regular
Alonzo Mourning,2007 - 2008,regular,74,0,43,18,43,74,0.581,regular
Amar'e Stoudemire,2012 - 2013,regular,130,0,105,28,105,130,0.808,regular
Amar'e Stoudemire,2013 - 2014,regular,203,0,150,50,150,203,0.739,regular
Amar'e Stoudemire,2014 - 2015,regular,186,0,134,54,134,186,0.72,regular
Amar'e Stoudemire,2015 - 2016,regular,67,0,50,26,50,67,0.746,regular
Amare Stoudemire,2006 - 2007,regular,586,0,458,81,458,586,0.782,regular
Amare Stoudemire,2007 - 2008,regular,694,0,557,80,557,694,0.803,regular
Amare Stoudemire,2008 - 2009,regular,393,0,328,54,328,393,0.835,regular
Amare Stoudemire,2009 - 2010,playoffs,0,142,107,16,107,142,0.754,playoffs
Amare Stoudemire,2009 - 2010,regular,634,0,489,80,489,634,0.771,regular
Amare Stoudemire,2010 - 2011,regular,603,0,479,77,479,603,0.794,regular
Amare Stoudemire,2011 - 2012,regular,243,0,186,46,186,243,0.765,regular
Amir Johnson,2007 - 2008,regular,55,0,37,22,37,55,0.673,regular
Amir Johnson,2008 - 2009,regular,35,0,23,16,23,35,0.657,regular
Amir Johnson,2009 - 2010,regular,149,0,95,57,95,149,0.638,regular
Amir Johnson,2010 - 2011,regular,160,0,126,53,126,160,0.787,regular
Amir Johnson,2011 - 2012,regular,84,0,58,30,58,84,0.69,regular
Amir Johnson,2012 - 2013,regular,187,0,137,61,137,187,0.733,regular
Amir Johnson,2013 - 2014,regular,143,0,91,46,91,143,0.636,regular
Amir Johnson,2014 - 2015,regular,129,0,79,43,79,129,0.612,regular
Amir Johnson,2015 - 2016,regular,119,0,68,43,68,119,0.571,regular
Anderson Varejao,2006 - 2007,playoffs,0,48,27,13,27,48,0.562,playoffs
Anderson Varejao,2006 - 2007,regular,268,0,165,67,165,268,0.616,regular
Anderson Varejao,2007 - 2008,regular,82,0,49,25,49,82,0.598,regular
Anderson Varejao,2008 - 2009,playoffs,0,22,15,11,15,22,0.682,playoffs
Anderson Varejao,2008 - 2009,regular,250,0,154,64,154,250,0.616,regular
Anderson Varejao,2009 - 2010,playoffs,0,31,23,11,23,31,0.742,playoffs
Anderson Varejao,2009 - 2010,regular,173,0,114,54,114,173,0.659,regular
Anderson Varejao,2010 - 2011,regular,81,0,54,26,54,81,0.667,regular
Anderson Varejao,2011 - 2012,regular,64,0,43,21,43,64,0.672,regular
Anderson Varejao,2012 - 2013,regular,102,0,77,20,77,102,0.755,regular
Anderson Varejao,2013 - 2014,regular,135,0,92,46,92,135,0.681,regular
Anderson Varejao,2014 - 2015,regular,45,0,33,15,33,45,0.733,regular
Anderson Varejao,2015 - 2016,regular,50,0,32,24,32,50,0.64,regular
Andray Blatche,2006 - 2007,regular,49,0,30,18,30,49,0.612,regular
Andray Blatche,2007 - 2008,regular,154,0,107,48,107,154,0.695,regular
Andray Blatche,2008 - 2009,regular,162,0,114,54,114,162,0.704,regular
Andray Blatche,2009 - 2010,regular,234,0,174,58,174,234,0.744,regular
Andray Blatche,2010 - 2011,regular,283,0,220,56,220,283,0.777,regular
Andray Blatche,2011 - 2012,regular,49,0,33,17,33,49,0.673,regular
Andray Blatche,2012 - 2013,regular,215,0,147,62,147,215,0.684,regular
Andray Blatche,2013 - 2014,regular,221,0,164,56,164,221,0.742,regular
Andre Brown,2007 - 2008,regular,43,0,19,13,19,43,0.442,regular
Andre Drummond,2012 - 2013,regular,159,0,59,39,59,159,0.371,regular
Andre Drummond,2013 - 2014,regular,315,0,132,64,132,315,0.419,regular
Andre Drummond,2014 - 2015,regular,365,0,142,73,142,365,0.389,regular
Andre Drummond,2015 - 2016,regular,586,0,208,81,208,586,0.355,regular
Andre Iguodala,2006 - 2007,regular,551,0,452,72,452,551,0.82,regular
Andre Iguodala,2007 - 2008,regular,506,0,365,80,365,506,0.721,regular
Andre Iguodala,2008 - 2009,regular,521,0,377,79,377,521,0.724,regular
Andre Iguodala,2009 - 2010,regular,430,0,315,76,315,430,0.733,regular
Andre Iguodala,2010 - 2011,regular,300,0,208,63,208,300,0.693,regular
Andre Iguodala,2011 - 2012,playoffs,0,55,33,13,33,55,0.6,playoffs
Andre Iguodala,2011 - 2012,regular,196,0,121,52,121,196,0.617,regular
Andre Iguodala,2012 - 2013,regular,270,0,155,69,155,270,0.574,regular
Andre Iguodala,2013 - 2014,regular,132,0,86,42,86,132,0.652,regular
Andre Iguodala,2014 - 2015,playoffs,0,65,27,18,27,65,0.415,playoffs
Andre Iguodala,2014 - 2015,regular,114,0,68,41,68,114,0.596,regular
Andre Iguodala,2015 - 2016,playoffs,0,57,32,20,32,57,0.561,playoffs
Andre Iguodala,2015 - 2016,regular,83,0,51,29,51,83,0.614,regular
Andre Miller,2006 - 2007,regular,274,0,213,67,213,274,0.777,regular
Andre Miller,2007 - 2008,regular,333,0,257,70,257,333,0.772,regular
Andre Miller,2008 - 2009,regular,409,0,338,76,338,409,0.826,regular
Andre Miller,2009 - 2010,regular,390,0,320,76,320,390,0.821,regular
Andre Miller,2010 - 2011,regular,292,0,249,72,249,292,0.853,regular
Andre Miller,2011 - 2012,regular,169,0,137,50,137,169,0.811,regular
Andre Miller,2012 - 2013,regular,194,0,161,57,161,194,0.83,regular
Andre Miller,2013 - 2014,regular,77,0,60,25,60,77,0.779,regular
Andre Miller,2014 - 2015,regular,77,0,58,30,58,77,0.753,regular
Andre Miller,2015 - 2016,regular,32,0,24,13,24,32,0.75,regular
Andre Roberson,2014 - 2015,regular,48,0,23,18,23,48,0.479,regular
Andre Roberson,2015 - 2016,regular,54,0,33,25,33,54,0.611,regular
Andrea Bargnani,2006 - 2007,regular,140,0,116,44,116,140,0.829,regular
Andrea Bargnani,2007 - 2008,regular,169,0,142,50,142,169,0.84,regular
Andrea Bargnani,2008 - 2009,regular,266,0,221,61,221,266,0.831,regular
Andrea Bargnani,2009 - 2010,regular,234,0,181,68,181,234,0.774,regular
Andrea Bargnani,2010 - 2011,regular,350,0,287,62,287,350,0.82,regular
Andrea Bargnani,2011 - 2012,regular,173,0,151,31,151,173,0.873,regular
Andrea Bargnani,2012 - 2013,regular,75,0,65,19,65,75,0.867,regular
Andrea Bargnani,2013 - 2014,regular,102,0,84,31,84,102,0.824,regular
Andrea Bargnani,2014 - 2015,regular,105,0,86,25,86,105,0.819,regular
Andrea Bargnani,2015 - 2016,regular,57,0,47,18,47,57,0.825,regular
Andrei Kirilenko,2006 - 2007,playoffs,0,65,51,14,51,65,0.785,playoffs
Andrei Kirilenko,2006 - 2007,regular,239,0,174,58,174,239,0.728,regular
Andrei Kirilenko,2007 - 2008,playoffs,0,35,25,11,25,35,0.714,playoffs
Andrei Kirilenko,2007 - 2008,regular,257,0,198,61,198,257,0.77,regular
Andrei Kirilenko,2008 - 2009,regular,311,0,244,63,244,311,0.785,regular
Andrei Kirilenko,2009 - 2010,regular,234,0,174,46,174,234,0.744,regular
Andrei Kirilenko,2010 - 2011,regular,269,0,207,59,207,269,0.77,regular
Andrei Kirilenko,2012 - 2013,regular,250,0,188,53,188,250,0.752,regular
Andrei Kirilenko,2013 - 2014,regular,119,0,61,33,61,119,0.513,regular
Andres Nocioni,2006 - 2007,regular,143,0,122,36,122,143,0.853,regular
Andres Nocioni,2007 - 2008,regular,241,0,195,60,195,241,0.809,regular
Andres Nocioni,2008 - 2009,regular,183,0,145,54,145,183,0.792,regular
Andres Nocioni,2009 - 2010,regular,99,0,71,35,71,99,0.717,regular
Andres Nocioni,2010 - 2011,regular,61,0,49,19,49,61,0.803,regular
Andrew Bogut,2006 - 2007,regular,191,0,111,51,111,191,0.581,regular
Andrew Bogut,2007 - 2008,regular,322,0,189,67,189,322,0.587,regular
Andrew Bogut,2008 - 2009,regular,98,0,56,28,56,98,0.571,regular
Andrew Bogut,2009 - 2010,regular,235,0,148,57,148,235,0.63,regular
Andrew Bogut,2010 - 2011,regular,217,0,96,54,96,217,0.442,regular
Andrew Bogut,2012 - 2013,regular,38,0,19,15,19,38,0.5,regular
Andrew Bogut,2013 - 2014,regular,64,0,22,21,22,64,0.344,regular
Andrew Bogut,2014 - 2015,regular,42,0,22,23,22,42,0.524,regular
Andrew Bogut,2015 - 2016,regular,50,0,24,19,24,50,0.48,regular
Andrew Bynum,2006 - 2007,regular,214,0,143,60,143,214,0.668,regular
Andrew Bynum,2007 - 2008,regular,112,0,80,25,80,112,0.714,regular
Andrew Bynum,2008 - 2009,playoffs,0,43,28,16,28,43,0.651,playoffs
Andrew Bynum,2008 - 2009,regular,215,0,152,47,152,215,0.707,regular
Andrew Bynum,2009 - 2010,playoffs,0,56,38,15,38,56,0.679,playoffs
Andrew Bynum,2009 - 2010,regular,261,0,193,59,193,261,0.739,regular
Andrew Bynum,2010 - 2011,regular,209,0,138,45,138,209,0.66,regular
Andrew Bynum,2011 - 2012,playoffs,0,69,54,11,54,69,0.783,playoffs
