player,season,playoffs,Game_Type_Regular_Tot,Game_Type_Playoffs_Tot,Shot_Made,Total_Game_Played,Total_FT_Made,Total_FTA,FT_Pct,Game_Type
Jordan Farmar,2006 - 2007,regular,38,0,27,15,27,38,0.711,regular
Jordan Farmar,2007 - 2008,regular,76,0,51,34,51,76,0.671,regular
Jordan Farmar,2008 - 2009,regular,77,0,45,29,45,77,0.584,regular
Jordan Farmar,2009 - 2010,regular,81,0,53,36,53,81,0.654,regular
Jordan Farmar,2010 - 2011,regular,100,0,82,33,82,100,0.82,regular
Jordan Farmar,2011 - 2012,regular,63,0,57,24,57,63,0.905,regular
Jordan Farmar,2013 - 2014,regular,59,0,44,21,44,59,0.746,regular
Jordan Hamilton,2012 - 2013,regular,27,0,13,13,13,27,0.481,regular
Jordan Hamilton,2013 - 2014,regular,51,0,40,23,40,51,0.784,regular
Jordan Hill,2009 - 2010,regular,68,0,46,22,46,68,0.676,regular
Jordan Hill,2010 - 2011,regular,85,0,60,32,60,85,0.706,regular
Jordan Hill,2011 - 2012,regular,47,0,30,17,30,47,0.638,regular
Jordan Hill,2012 - 2013,regular,61,0,40,18,40,61,0.656,regular
Jordan Hill,2013 - 2014,regular,181,0,124,46,124,181,0.685,regular
Jordan Hill,2014 - 2015,regular,168,0,124,53,124,168,0.738,regular
Jordan Hill,2015 - 2016,regular,125,0,89,46,89,125,0.712,regular
Jordan Williams,2011 - 2012,regular,66,0,43,15,43,66,0.652,regular
Jorge Garbajosa,2006 - 2007,regular,77,0,56,25,56,77,0.727,regular
Jose Calderon,2006 - 2007,regular,143,0,117,48,117,143,0.818,regular
Jose Calderon,2007 - 2008,regular,120,0,109,50,109,120,0.908,regular
Jose Calderon,2008 - 2009,regular,154,0,151,43,151,154,0.981,regular
Jose Calderon,2009 - 2010,regular,104,0,83,43,83,104,0.798,regular
Jose Calderon,2010 - 2011,regular,103,0,88,39,88,103,0.854,regular
Jose Calderon,2011 - 2012,regular,68,0,60,32,60,68,0.882,regular
Jose Calderon,2012 - 2013,regular,78,0,70,35,70,78,0.897,regular
Jose Calderon,2013 - 2014,regular,63,0,52,31,52,63,0.825,regular
Jose Calderon,2014 - 2015,regular,32,0,29,13,29,32,0.906,regular
Jose Calderon,2015 - 2016,regular,48,0,42,24,42,48,0.875,regular
Jose Juan,2006 - 2007,regular,24,0,16,11,16,24,0.667,regular
Jose Juan,2007 - 2008,regular,28,0,21,13,21,28,0.75,regular
Jose Juan,2008 - 2009,regular,93,0,70,30,70,93,0.753,regular
Jose Juan,2009 - 2010,regular,90,0,76,34,76,90,0.844,regular
Jose Juan,2010 - 2011,playoffs,0,34,27,13,27,34,0.794,playoffs
Jose Juan,2010 - 2011,regular,157,0,133,53,133,157,0.847,regular
Jose Juan,2011 - 2012,regular,98,0,76,32,76,98,0.776,regular
Jose Juan,2012 - 2013,regular,58,0,47,18,47,58,0.81,regular
Josh Boone,2006 - 2007,regular,101,0,55,30,55,101,0.545,regular
Josh Boone,2007 - 2008,regular,210,0,96,50,96,210,0.457,regular
Josh Boone,2008 - 2009,regular,85,0,32,35,32,85,0.376,regular
Josh Boone,2009 - 2010,regular,58,0,19,22,19,58,0.328,regular
Josh Childress,2006 - 2007,regular,205,0,163,46,163,205,0.795,regular
Josh Childress,2007 - 2008,regular,269,0,218,60,218,269,0.81,regular
Josh Childress,2010 - 2011,regular,57,0,27,19,27,57,0.474,regular
Josh Howard,2006 - 2007,regular,296,0,244,63,244,296,0.824,regular
Josh Howard,2007 - 2008,regular,383,0,312,70,312,383,0.815,regular
Josh Howard,2008 - 2009,regular,220,0,172,45,172,220,0.782,regular
Josh Howard,2009 - 2010,regular,139,0,109,28,109,139,0.784,regular
Josh Howard,2010 - 2011,regular,47,0,29,12,29,47,0.617,regular
Josh Howard,2011 - 2012,regular,97,0,75,25,75,97,0.773,regular
Josh McRoberts,2009 - 2010,regular,38,0,19,15,19,38,0.5,regular
Josh McRoberts,2010 - 2011,regular,119,0,88,45,88,119,0.739,regular
Josh McRoberts,2011 - 2012,regular,36,0,23,15,23,36,0.639,regular
Josh McRoberts,2012 - 2013,regular,86,0,65,29,65,86,0.756,regular
Josh McRoberts,2013 - 2014,regular,85,0,62,30,62,85,0.729,regular
Josh McRoberts,2015 - 2016,regular,40,0,28,16,28,40,0.7,regular
Josh Powell,2006 - 2007,regular,42,0,30,16,30,42,0.714,regular
Josh Powell,2007 - 2008,regular,87,0,63,32,63,87,0.724,regular
Josh Powell,2008 - 2009,regular,50,0,38,19,38,50,0.76,regular
Josh Powell,2009 - 2010,regular,29,0,18,14,18,29,0.621,regular
Josh Powell,2010 - 2011,regular,45,0,36,19,36,45,0.8,regular
Josh Richardson,2015 - 2016,regular,63,0,42,25,42,63,0.667,regular
Josh Smith,2006 - 2007,regular,377,0,265,67,265,377,0.703,regular
Josh Smith,2007 - 2008,regular,459,0,327,78,327,459,0.712,regular
Josh Smith,2008 - 2009,playoffs,0,71,52,11,52,71,0.732,playoffs
Josh Smith,2008 - 2009,regular,359,0,211,62,211,359,0.588,regular
Josh Smith,2009 - 2010,playoffs,0,44,29,11,29,44,0.659,playoffs
Josh Smith,2009 - 2010,regular,422,0,261,78,261,422,0.618,regular
Josh Smith,2010 - 2011,playoffs,0,67,40,11,40,67,0.597,playoffs
Josh Smith,2010 - 2011,regular,316,0,229,69,229,316,0.725,regular
Josh Smith,2011 - 2012,regular,322,0,203,61,203,322,0.63,regular
Josh Smith,2012 - 2013,regular,321,0,166,70,166,321,0.517,regular
Josh Smith,2013 - 2014,regular,299,0,159,67,159,299,0.532,regular
Josh Smith,2014 - 2015,playoffs,0,74,32,16,32,74,0.432,playoffs
Josh Smith,2014 - 2015,regular,255,0,127,63,127,255,0.498,regular
Josh Smith,2015 - 2016,regular,67,0,37,25,37,67,0.552,regular
Jrue Holiday,2009 - 2010,regular,86,0,65,35,65,86,0.756,regular
Jrue Holiday,2010 - 2011,regular,209,0,172,59,172,209,0.823,regular
Jrue Holiday,2011 - 2012,playoffs,0,44,38,11,38,44,0.864,playoffs
Jrue Holiday,2011 - 2012,regular,120,0,94,38,94,120,0.783,regular
Jrue Holiday,2012 - 2013,regular,243,0,182,63,182,243,0.749,regular
Jrue Holiday,2013 - 2014,regular,63,0,51,23,51,63,0.81,regular
Jrue Holiday,2014 - 2015,regular,76,0,65,26,65,76,0.855,regular
Jrue Holiday,2015 - 2016,regular,216,0,182,55,182,216,0.843,regular
Juan Carlos,2007 - 2008,regular,146,0,124,45,124,146,0.849,regular
Juan Dixon,2006 - 2007,regular,114,0,100,43,100,114,0.877,regular
Juan Dixon,2008 - 2009,regular,39,0,34,12,34,39,0.872,regular
Julian Wright,2007 - 2008,regular,52,0,33,19,33,52,0.635,regular
Julian Wright,2008 - 2009,regular,30,0,17,15,17,30,0.567,regular
Julian Wright,2009 - 2010,regular,41,0,25,17,25,41,0.61,regular
Julian Wright,2010 - 2011,regular,43,0,22,18,22,43,0.512,regular
Julius Randle,2015 - 2016,regular,270,0,193,66,193,270,0.715,regular
Junior Harrington,2006 - 2007,regular,46,0,31,20,31,46,0.674,regular
Justin Anderson,2015 - 2016,regular,55,0,44,22,44,55,0.8,regular
Justin Hamilton,2014 - 2015,regular,47,0,39,15,39,47,0.83,regular
Justin Holiday,2014 - 2015,regular,45,0,37,17,37,45,0.822,regular
Justin Holiday,2015 - 2016,regular,37,0,27,14,27,37,0.73,regular
Justin Williams,2006 - 2007,regular,63,0,23,17,23,63,0.365,regular
Justise Winslow,2015 - 2016,regular,117,0,80,42,80,117,0.684,regular
Jusuf Nurkic,2014 - 2015,regular,132,0,84,41,84,132,0.636,regular
Jusuf Nurkic,2015 - 2016,regular,99,0,61,26,61,99,0.616,regular
Juwan Howard,2006 - 2007,regular,187,0,154,53,154,187,0.824,regular
Juwan Howard,2008 - 2009,regular,34,0,23,12,23,34,0.676,regular
Juwan Howard,2009 - 2010,regular,70,0,55,29,55,70,0.786,regular
Juwan Howard,2010 - 2011,regular,35,0,29,15,29,35,0.829,regular
K.J. McDaniels,2014 - 2015,regular,133,0,100,41,100,133,0.752,regular
K.J. McDaniels,2015 - 2016,regular,30,0,24,11,24,30,0.8,regular
Kareem Rush,2007 - 2008,regular,42,0,30,19,30,42,0.714,regular
Karl-Anthony Towns,2015 - 2016,regular,275,0,223,67,223,275,0.811,regular
Kawhi Leonard,2011 - 2012,regular,88,0,68,34,68,88,0.773,regular
Kawhi Leonard,2012 - 2013,playoffs,0,49,31,15,31,49,0.633,playoffs
Kawhi Leonard,2012 - 2013,regular,126,0,103,35,103,126,0.817,regular
Kawhi Leonard,2013 - 2014,playoffs,0,72,53,20,53,72,0.736,playoffs
Kawhi Leonard,2013 - 2014,regular,125,0,100,43,100,125,0.8,regular
Kawhi Leonard,2014 - 2015,regular,252,0,202,61,202,252,0.802,regular
Kawhi Leonard,2015 - 2016,regular,328,0,287,67,287,328,0.875,regular
Keith Bogans,2006 - 2007,regular,63,0,47,29,47,63,0.746,regular
Keith Bogans,2007 - 2008,regular,110,0,81,45,81,110,0.736,regular
Keith Bogans,2008 - 2009,regular,57,0,52,23,52,57,0.912,regular
Keith Bogans,2009 - 2010,regular,50,0,37,22,37,50,0.74,regular
Keith Bogans,2010 - 2011,regular,32,0,21,16,21,32,0.656,regular
Keith McLeod,2006 - 2007,regular,78,0,69,22,69,78,0.885,regular
Kelenna Azubuike,2006 - 2007,regular,78,0,61,19,61,78,0.782,regular
Kelenna Azubuike,2007 - 2008,regular,135,0,98,42,98,135,0.726,regular
Kelenna Azubuike,2008 - 2009,regular,229,0,185,61,185,229,0.808,regular
Kelly Olynyk,2013 - 2014,regular,122,0,99,41,99,122,0.811,regular
Kelly Olynyk,2014 - 2015,regular,136,0,93,44,93,136,0.684,regular
Kelly Olynyk,2015 - 2016,regular,126,0,95,43,95,126,0.754,regular
Kelly Oubre,2015 - 2016,regular,49,0,31,22,31,49,0.633,regular
Kemba Walker,2011 - 2012,regular,213,0,168,51,168,213,0.789,regular
Kemba Walker,2012 - 2013,regular,370,0,295,76,295,370,0.797,regular
Kemba Walker,2013 - 2014,regular,337,0,282,67,282,337,0.837,regular
Kemba Walker,2014 - 2015,regular,283,0,234,58,234,283,0.827,regular
Kemba Walker,2015 - 2016,regular,438,0,371,76,371,438,0.847,regular
Kendall Marshall,2013 - 2014,regular,36,0,19,17,19,36,0.528,regular
Kendrick Perkins,2006 - 2007,regular,100,0,60,37,60,100,0.6,regular
Kendrick Perkins,2007 - 2008,playoffs,0,59,40,20,40,59,0.678,playoffs
Kendrick Perkins,2007 - 2008,regular,183,0,114,53,114,183,0.623,regular
Kendrick Perkins,2008 - 2009,playoffs,0,30,20,11,20,30,0.667,playoffs
Kendrick Perkins,2008 - 2009,regular,160,0,96,46,96,160,0.6,regular
Kendrick Perkins,2009 - 2010,playoffs,0,55,33,13,33,55,0.6,playoffs
Kendrick Perkins,2009 - 2010,regular,280,0,163,71,163,280,0.582,regular
Kendrick Perkins,2010 - 2011,regular,72,0,40,22,40,72,0.556,regular
Kendrick Perkins,2011 - 2012,regular,112,0,73,40,73,112,0.652,regular
Kendrick Perkins,2012 - 2013,regular,72,0,44,29,44,72,0.611,regular
Kendrick Perkins,2013 - 2014,regular,67,0,37,28,37,67,0.552,regular
Kendrick Perkins,2014 - 2015,regular,83,0,42,32,42,83,0.506,regular
Kendrick Perkins,2015 - 2016,regular,25,0,11,12,11,25,0.44,regular
Kenneth Faried,2011 - 2012,regular,164,0,109,40,109,164,0.665,regular
Kenneth Faried,2012 - 2013,regular,266,0,162,60,162,266,0.609,regular
Kenneth Faried,2013 - 2014,regular,311,0,202,67,202,311,0.65,regular
Kenneth Faried,2014 - 2015,regular,288,0,199,64,199,288,0.691,regular
Kenneth Faried,2015 - 2016,regular,222,0,136,57,136,222,0.613,regular
Kenny Thomas,2006 - 2007,regular,76,0,39,25,39,76,0.513,regular
Kent Bazemore,2012 - 2013,regular,44,0,27,14,27,44,0.614,regular
Kent Bazemore,2013 - 2014,regular,109,0,66,28,66,109,0.606,regular
Kent Bazemore,2014 - 2015,regular,100,0,60,35,60,100,0.6,regular
Kent Bazemore,2015 - 2016,regular,151,0,123,50,123,151,0.815,regular
Kentavious Caldwell-Pope,2013 - 2014,regular,61,0,47,25,47,61,0.77,regular
Kentavious Caldwell-Pope,2014 - 2015,regular,158,0,110,54,110,158,0.696,regular
Kentavious Caldwell-Pope,2015 - 2016,regular,228,0,185,67,185,228,0.811,regular
Kenyon Martin,2007 - 2008,regular,212,0,123,50,123,212,0.58,regular
Kenyon Martin,2008 - 2009,regular,197,0,119,52,119,197,0.604,regular
Kenyon Martin,2009 - 2010,regular,167,0,93,44,93,167,0.557,regular
Kenyon Martin,2010 - 2011,regular,72,0,42,31,42,72,0.583,regular
Kenyon Martin,2011 - 2012,regular,54,0,20,21,20,54,0.37,regular
Kenyon Martin,2012 - 2013,regular,40,0,17,13,17,40,0.425,regular
Kevin Durant,2007 - 2008,regular,448,0,391,78,391,448,0.873,regular
Kevin Durant,2008 - 2009,regular,524,0,452,73,452,524,0.863,regular
Kevin Durant,2009 - 2010,regular,840,0,756,81,756,840,0.9,regular
Kevin Durant,2010 - 2011,playoffs,0,167,140,17,140,167,0.838,playoffs
Kevin Durant,2010 - 2011,regular,683,0,602,79,602,683,0.881,regular
Kevin Durant,2011 - 2012,playoffs,0,154,133,20,133,154,0.864,playoffs
Kevin Durant,2011 - 2012,regular,508,0,436,66,436,508,0.858,regular
Kevin Durant,2012 - 2013,playoffs,0,112,93,11,93,112,0.83,playoffs
Kevin Durant,2012 - 2013,regular,749,0,678,81,678,749,0.905,regular
Kevin Durant,2013 - 2014,playoffs,0,163,132,19,132,163,0.81,playoffs
Kevin Durant,2013 - 2014,regular,805,0,703,81,703,805,0.873,regular
Kevin Durant,2014 - 2015,regular,171,0,146,27,146,171,0.854,regular
Kevin Durant,2015 - 2016,playoffs,0,146,130,18,130,146,0.89,playoffs
Kevin Durant,2015 - 2016,regular,498,0,447,70,447,498,0.898,regular
Kevin Garnett,2006 - 2007,regular,489,0,409,75,409,489,0.836,regular
Kevin Garnett,2007 - 2008,playoffs,0,116,94,25,94,116,0.81,playoffs
Kevin Garnett,2007 - 2008,regular,336,0,269,64,269,336,0.801,regular
Kevin Garnett,2008 - 2009,regular,134,0,113,45,113,134,0.843,regular
Kevin Garnett,2009 - 2010,playoffs,0,56,47,17,47,56,0.839,playoffs
Kevin Garnett,2009 - 2010,regular,221,0,185,55,185,221,0.837,regular
Kevin Garnett,2010 - 2011,regular,217,0,187,58,187,217,0.862,regular
Kevin Garnett,2011 - 2012,playoffs,0,80,65,19,65,80,0.812,playoffs
Kevin Garnett,2011 - 2012,regular,189,0,162,44,162,189,0.857,regular
Kevin Garnett,2012 - 2013,regular,201,0,158,54,158,201,0.786,regular
Kevin Garnett,2013 - 2014,regular,47,0,38,21,38,47,0.809,regular
Kevin Garnett,2014 - 2015,regular,45,0,36,20,36,45,0.8,regular
Kevin Garnett,2015 - 2016,regular,21,0,14,11,14,21,0.667,regular
Kevin Love,2008 - 2009,regular,336,0,265,69,265,336,0.789,regular
Kevin Love,2009 - 2010,regular,276,0,225,55,225,276,0.815,regular
Kevin Love,2010 - 2011,regular,499,0,424,70,424,499,0.85,regular
Kevin Love,2011 - 2012,regular,463,0,380,55,380,463,0.821,regular
Kevin Love,2012 - 2013,regular,140,0,98,18,98,140,0.7,regular
Kevin Love,2013 - 2014,regular,626,0,513,76,513,626,0.819,regular
Kevin Love,2014 - 2015,regular,321,0,258,64,258,321,0.804,regular
Kevin Love,2015 - 2016,playoffs,0,75,63,16,63,75,0.84,playoffs
Kevin Love,2015 - 2016,regular,314,0,258,67,258,314,0.822,regular
Kevin Martin,2006 - 2007,regular,566,0,477,76,477,566,0.843,regular
Kevin Martin,2007 - 2008,regular,578,0,502,61,502,578,0.869,regular
Kevin Martin,2008 - 2009,regular,527,0,457,51,457,527,0.867,regular
Kevin Martin,2009 - 2010,regular,340,0,298,44,298,340,0.876,regular
Kevin Martin,2010 - 2011,regular,669,0,594,78,594,669,0.888,regular
Kevin Martin,2011 - 2012,regular,177,0,158,32,158,177,0.893,regular
Kevin Martin,2012 - 2013,regular,245,0,218,66,218,245,0.89,regular
Kevin Martin,2013 - 2014,regular,340,0,303,62,303,340,0.891,regular
Kevin Martin,2014 - 2015,regular,193,0,170,37,170,193,0.881,regular
Kevin Martin,2015 - 2016,regular,172,0,153,43,153,172,0.89,regular
Kevin Ollie,2006 - 2007,regular,45,0,37,15,37,45,0.822,regular
Kevin Ollie,2008 - 2009,regular,96,0,80,25,80,96,0.833,regular
Kevin Seraphin,2010 - 2011,regular,31,0,22,15,22,31,0.71,regular
Kevin Seraphin,2011 - 2012,regular,70,0,47,28,47,70,0.671,regular
Kevin Seraphin,2012 - 2013,regular,88,0,61,37,61,88,0.693,regular
Kevin Seraphin,2013 - 2014,regular,31,0,27,11,27,31,0.871,regular
Kevin Seraphin,2014 - 2015,regular,82,0,58,36,58,82,0.707,regular
Keyon Dooling,2006 - 2007,regular,141,0,114,45,114,141,0.809,regular
Keyon Dooling,2007 - 2008,regular,193,0,163,58,163,193,0.845,regular
Keyon Dooling,2008 - 2009,regular,154,0,127,56,127,154,0.825,regular
Keyon Dooling,2009 - 2010,regular,61,0,47,19,47,61,0.77,regular
Keyon Dooling,2010 - 2011,regular,94,0,78,38,78,94,0.83,regular
Keyon Dooling,2011 - 2012,regular,31,0,23,11,23,31,0.742,regular
Khris Middleton,2012 - 2013,regular,31,0,26,11,26,31,0.839,regular
Khris Middleton,2013 - 2014,regular,137,0,118,44,118,137,0.861,regular
Khris Middleton,2014 - 2015,regular,156,0,134,48,134,156,0.859,regular
Khris Middleton,2015 - 2016,regular,312,0,277,70,277,312,0.888,regular
Kirk Hinrich,2006 - 2007,regular,276,0,232,63,232,276,0.841,regular
Kirk Hinrich,2007 - 2008,regular,144,0,119,43,119,144,0.826,regular
Kirk Hinrich,2008 - 2009,regular,86,0,68,32,68,86,0.791,regular
Kirk Hinrich,2009 - 2010,regular,113,0,85,40,85,113,0.752,regular
Kirk Hinrich,2010 - 2011,regular,126,0,106,42,106,126,0.841,regular
Kirk Hinrich,2011 - 2012,regular,32,0,25,13,25,32,0.781,regular
Kirk Hinrich,2012 - 2013,regular,98,0,70,33,70,98,0.714,regular
Kirk Hinrich,2013 - 2014,regular,125,0,95,39,95,125,0.76,regular
Kirk Hinrich,2014 - 2015,regular,50,0,35,18,35,50,0.7,regular
Kirk Snyder,2006 - 2007,regular,75,0,49,20,49,75,0.653,regular
Kirk Snyder,2007 - 2008,regular,83,0,61,21,61,83,0.735,regular
Klay Thompson,2011 - 2012,regular,91,0,79,32,79,91,0.868,regular
Klay Thompson,2012 - 2013,regular,156,0,131,50,131,156,0.84,regular
Klay Thompson,2013 - 2014,regular,185,0,147,59,147,185,0.795,regular
Klay Thompson,2014 - 2015,playoffs,0,45,36,12,36,45,0.8,playoffs
Klay Thompson,2014 - 2015,regular,256,0,225,62,225,256,0.879,regular
Klay Thompson,2015 - 2016,playoffs,0,96,82,20,82,96,0.854,playoffs
Klay Thompson,2015 - 2016,regular,221,0,193,59,193,221,0.873,regular
Kobe Bryant,2006 - 2007,regular,770,0,669,78,669,770,0.869,regular
Kobe Bryant,2007 - 2008,playoffs,0,194,157,20,157,194,0.809,playoffs
Kobe Bryant,2007 - 2008,regular,737,0,619,79,619,737,0.84,regular
Kobe Bryant,2008 - 2009,playoffs,0,195,173,22,173,195,0.887,playoffs
Kobe Bryant,2008 - 2009,regular,564,0,483,78,483,564,0.856,regular
Kobe Bryant,2009 - 2010,playoffs,0,183,154,22,154,183,0.842,playoffs
Kobe Bryant,2009 - 2010,regular,537,0,437,70,437,537,0.814,regular
Kobe Bryant,2010 - 2011,regular,591,0,490,80,490,591,0.829,regular
Kobe Bryant,2011 - 2012,playoffs,0,95,79,12,79,95,0.832,playoffs
Kobe Bryant,2011 - 2012,regular,459,0,388,58,388,459,0.845,regular
Kobe Bryant,2012 - 2013,regular,628,0,523,75,523,628,0.833,regular
Kobe Bryant,2014 - 2015,regular,241,0,196,34,196,241,0.813,regular
Kobe Bryant,2015 - 2016,regular,281,0,232,57,232,281,0.826,regular
Kosta Koufos,2008 - 2009,regular,51,0,36,17,36,51,0.706,regular
Kosta Koufos,2010 - 2011,regular,43,0,24,17,24,43,0.558,regular
Kosta Koufos,2011 - 2012,regular,55,0,33,23,33,55,0.6,regular
Kosta Koufos,2012 - 2013,regular,104,0,58,39,58,104,0.558,regular
Kosta Koufos,2013 - 2014,regular,93,0,60,36,60,93,0.645,regular
Kosta Koufos,2014 - 2015,regular,85,0,55,36,55,85,0.647,regular
Kosta Koufos,2015 - 2016,regular,104,0,57,37,57,104,0.548,regular
Kris Humphries,2006 - 2007,regular,79,0,53,26,53,79,0.671,regular
Kris Humphries,2007 - 2008,regular,124,0,75,39,75,124,0.605,regular
Kris Humphries,2008 - 2009,regular,48,0,38,13,38,48,0.792,regular
Kris Humphries,2009 - 2010,regular,190,0,127,53,127,190,0.668,regular
Kris Humphries,2010 - 2011,regular,191,0,127,50,127,191,0.665,regular
Kris Humphries,2011 - 2012,regular,278,0,209,57,209,278,0.752,regular
Kris Humphries,2012 - 2013,regular,123,0,97,42,97,123,0.789,regular
Kris Humphries,2013 - 2014,regular,144,0,117,47,117,144,0.812,regular
Kris Humphries,2014 - 2015,regular,117,0,87,35,87,117,0.744,regular
Kris Humphries,2015 - 2016,regular,84,0,67,31,67,84,0.798,regular
Kristaps Porzingis,2015 - 2016,regular,240,0,201,59,201,240,0.838,regular
Kurt Thomas,2006 - 2007,regular,71,0,56,28,56,71,0.789,regular
Kurt Thomas,2007 - 2008,regular,80,0,53,30,53,80,0.662,regular
Kurt Thomas,2008 - 2009,regular,45,0,37,21,37,45,0.822,regular
Kurt Thomas,2010 - 2011,regular,32,0,20,14,20,32,0.625,regular
Kwame Brown,2006 - 2007,regular,134,0,59,33,59,134,0.44,regular
Kwame Brown,2007 - 2008,regular,98,0,40,26,40,98,0.408,regular
Kwame Brown,2008 - 2009,regular,122,0,63,32,63,122,0.516,regular
Kwame Brown,2009 - 2010,regular,98,0,33,28,33,98,0.337,regular
Kwame Brown,2010 - 2011,regular,231,0,136,55,136,231,0.589,regular
Kyle Anderson,2015 - 2016,regular,83,0,62,33,62,83,0.747,regular
Kyle Korver,2006 - 2007,regular,209,0,191,54,191,209,0.914,regular
Kyle Korver,2007 - 2008,regular,130,0,119,46,119,130,0.915,regular
Kyle Korver,2008 - 2009,regular,127,0,112,45,112,127,0.882,regular
Kyle Korver,2009 - 2010,regular,49,0,39,23,39,49,0.796,regular
Kyle Korver,2010 - 2011,regular,87,0,77,42,77,87,0.885,regular
Kyle Korver,2011 - 2012,regular,66,0,55,26,55,66,0.833,regular
Kyle Korver,2012 - 2013,regular,78,0,67,37,67,78,0.859,regular
Kyle Korver,2013 - 2014,regular,94,0,87,38,87,94,0.926,regular
Kyle Korver,2014 - 2015,regular,118,0,106,42,106,118,0.898,regular
Kyle Korver,2015 - 2016,regular,54,0,45,31,45,54,0.833,regular
Kyle Lowry,2007 - 2008,regular,344,0,240,67,240,344,0.698,regular
Kyle Lowry,2008 - 2009,regular,226,0,181,62,181,226,0.801,regular
Kyle Lowry,2009 - 2010,regular,260,0,215,64,215,260,0.827,regular
Kyle Lowry,2010 - 2011,regular,250,0,191,62,191,250,0.764,regular
Kyle Lowry,2011 - 2012,regular,198,0,171,43,171,198,0.864,regular
Kyle Lowry,2012 - 2013,regular,231,0,186,47,186,231,0.805,regular
Kyle Lowry,2013 - 2014,regular,385,0,313,71,313,385,0.813,regular
Kyle Lowry,2014 - 2015,regular,312,0,252,64,252,312,0.808,regular
Kyle Lowry,2015 - 2016,playoffs,0,104,78,18,78,104,0.75,playoffs
Kyle Lowry,2015 - 2016,regular,491,0,398,74,398,491,0.811,regular
Kyle O'Quinn,2012 - 2013,regular,45,0,30,20,30,45,0.667,regular
Kyle O'Quinn,2013 - 2014,regular,83,0,57,33,57,83,0.687,regular
Kyle O'Quinn,2014 - 2015,regular,57,0,44,21,44,57,0.772,regular
Kyle O'Quinn,2015 - 2016,regular,60,0,46,21,46,60,0.767,regular
Kyle Singler,2012 - 2013,regular,124,0,100,46,100,124,0.806,regular
Kyle Singler,2013 - 2014,regular,184,0,152,50,152,184,0.826,regular
Kyle Singler,2014 - 2015,regular,52,0,40,23,40,52,0.769,regular
Kyle Singler,2015 - 2016,regular,44,0,29,22,29,44,0.659,regular
Kyle Weaver,2008 - 2009,regular,58,0,41,23,41,58,0.707,regular
Kyrie Irving,2011 - 2012,regular,196,0,171,46,171,196,0.872,regular
Kyrie Irving,2012 - 2013,regular,290,0,248,57,248,290,0.855,regular
Kyrie Irving,2013 - 2014,regular,338,0,291,69,291,338,0.861,regular
Kyrie Irving,2014 - 2015,playoffs,0,69,58,13,58,69,0.841,playoffs
Kyrie Irving,2014 - 2015,regular,365,0,315,68,315,365,0.863,regular
Kyrie Irving,2015 - 2016,playoffs,0,88,77,20,77,88,0.875,playoffs
Kyrie Irving,2015 - 2016,regular,188,0,167,45,167,188,0.888,regular
Kyrylo Fesenko,2009 - 2010,regular,57,0,24,20,24,57,0.421,regular
Kyrylo Fesenko,2010 - 2011,regular,46,0,18,17,18,46,0.391,regular
LaMarcus Aldridge,2006 - 2007,regular,111,0,82,37,82,111,0.739,regular
LaMarcus Aldridge,2007 - 2008,regular,298,0,227,69,227,298,0.762,regular
LaMarcus Aldridge,2008 - 2009,regular,334,0,261,70,261,334,0.781,regular
LaMarcus Aldridge,2009 - 2010,regular,300,0,228,71,228,300,0.76,regular
LaMarcus Aldridge,2010 - 2011,regular,444,0,351,75,351,444,0.791,regular
LaMarcus Aldridge,2011 - 2012,regular,272,0,221,50,221,272,0.812,regular
LaMarcus Aldridge,2012 - 2013,regular,348,0,281,70,281,348,0.807,regular
LaMarcus Aldridge,2013 - 2014,playoffs,0,75,60,11,60,75,0.8,playoffs
LaMarcus Aldridge,2013 - 2014,regular,360,0,296,66,296,360,0.822,regular
LaMarcus Aldridge,2014 - 2015,regular,362,0,306,68,306,362,0.845,regular
LaMarcus Aldridge,2015 - 2016,regular,300,0,258,63,258,300,0.86,regular
Lamar Odom,2006 - 2007,regular,283,0,198,50,198,283,0.7,regular
Lamar Odom,2007 - 2008,playoffs,0,127,84,18,84,127,0.661,playoffs
Lamar Odom,2007 - 2008,regular,326,0,228,64,228,326,0.699,regular
Lamar Odom,2008 - 2009,playoffs,0,76,47,18,47,76,0.618,playoffs
Lamar Odom,2008 - 2009,regular,257,0,160,62,160,257,0.623,regular
Lamar Odom,2009 - 2010,playoffs,0,50,30,20,30,50,0.6,playoffs
Lamar Odom,2009 - 2010,regular,202,0,140,60,140,202,0.693,regular
Lamar Odom,2010 - 2011,regular,246,0,166,72,166,246,0.675,regular
Lamar Odom,2011 - 2012,regular,98,0,58,30,58,98,0.592,regular
Lamar Odom,2012 - 2013,regular,42,0,20,22,20,42,0.476,regular
Lance Stephenson,2012 - 2013,playoffs,0,37,23,12,23,37,0.622,playoffs
Lance Stephenson,2012 - 2013,regular,112,0,73,42,73,112,0.652,regular
Lance Stephenson,2013 - 2014,playoffs,0,49,35,13,35,49,0.714,playoffs
Lance Stephenson,2013 - 2014,regular,197,0,140,59,140,197,0.711,regular
Lance Stephenson,2014 - 2015,regular,110,0,69,38,69,110,0.627,regular
Lance Stephenson,2015 - 2016,regular,111,0,87,33,87,111,0.784,regular
Lance Thomas,2011 - 2012,regular,62,0,52,17,52,62,0.839,regular
Lance Thomas,2012 - 2013,regular,59,0,43,23,43,59,0.729,regular
